pais,ano_iso,semana_iso,data,pct_ili
EUA,2015,13,2015-03-29,1.2
EUA,2015,14,2015-04-05,1.3
EUA,2015,15,2015-04-12,1.1
EUA,2015,16,2015-04-19,1.2
EUA,2015,17,2015-04-26,1.1
EUA,2015,18,2015-05-03,1.0
EUA,2015,19,2015-05-10,1.1
EUA,2015,20,2015-05-17,1.3
EUA,2015,21,2015-05-24,1.1
EUA,2015,22,2015-05-31,1.3
EUA,2015,23,2015-06-07,0.8
EUA,2015,24,2015-06-14,1.2
EUA,2015,25,2015-06-21,1.1
EUA,2015,26,2015-06-28,1.1
EUA,2015,27,2015-07-05,1.1
EUA,2015,28,2015-07-12,0.9
EUA,2015,29,2015-07-19,1.1
EUA,2015,30,2015-07-26,1.1
EUA,2015,31,2015-08-02,1.3
EUA,2015,32,2015-08-09,1.0
EUA,2015,33,2015-08-16,1.0
EUA,2015,34,2015-08-23,1.0
EUA,2015,35,2015-08-30,1.2
EUA,2015,36,2015-09-06,1.1
EUA,2015,37,2015-09-13,1.0
EUA,2015,38,2015-09-20,1.2
EUA,2015,39,2015-09-27,1.1
EUA,2015,40,2015-10-04,1.3
EUA,2015,41,2015-10-11,1.2
EUA,2015,42,2015-10-18,1.4
EUA,2015,43,2015-10-25,1.7
EUA,2015,44,2015-11-01,1.8
EUA,2015,45,2015-11-08,2.3
EUA,2015,46,2015-11-15,2.6
EUA,2015,47,2015-11-22,2.8
EUA,2015,48,2015-11-29,3.0
EUA,2015,49,2015-12-06,3.1
EUA,2015,50,2015-12-13,3.4
EUA,2015,51,2015-12-20,3.5
EUA,2015,52,2015-12-27,3.5
EUA,2015,53,2016-01-03,3.6
EUA,2016,1,2016-01-10,3.6
EUA,2016,2,2016-01-17,3.6
EUA,2016,3,2016-01-24,3.3
EUA,2016,4,2016-01-31,3.1
EUA,2016,5,2016-02-07,2.8
EUA,2016,6,2016-02-14,2.3
EUA,2016,7,2016-02-21,2.2
EUA,2016,8,2016-02-28,2.0
EUA,2016,9,2016-03-06,2.0
EUA,2016,10,2016-03-13,1.4
EUA,2016,11,2016-03-20,1.3
EUA,2016,12,2016-03-27,1.1
EUA,2016,13,2016-04-03,1.0
EUA,2016,14,2016-04-10,1.2
EUA,2016,15,2016-04-17,1.2
EUA,2016,16,2016-04-24,1.2
EUA,2016,17,2016-05-01,1.0
EUA,2016,18,2016-05-08,1.3
EUA,2016,19,2016-05-15,0.9
EUA,2016,20,2016-05-22,1.2
EUA,2016,21,2016-05-29,1.4
EUA,2016,22,2016-06-05,1.0
EUA,2016,23,2016-06-12,1.0
EUA,2016,24,2016-06-19,1.1
EUA,2016,25,2016-06-26,1.0
EUA,2016,26,2016-07-03,0.9
EUA,2016,27,2016-07-10,1.1
EUA,2016,28,2016-07-17,1.0
EUA,2016,29,2016-07-24,1.2
EUA,2016,30,2016-07-31,1.0
EUA,2016,31,2016-08-07,1.3
EUA,2016,32,2016-08-14,1.0
EUA,2016,33,2016-08-21,1.1
EUA,2016,34,2016-08-28,1.2
EUA,2016,35,2016-09-04,1.0
EUA,2016,36,2016-09-11,1.1
EUA,2016,37,2016-09-18,1.3
EUA,2016,38,2016-09-25,0.9
EUA,2016,39,2016-10-02,1.1
EUA,2016,40,2016-10-09,1.3
EUA,2016,41,2016-10-16,1.7
EUA,2016,42,2016-10-23,1.8
EUA,2016,43,2016-10-30,2.2
EUA,2016,44,2016-11-06,2.9
EUA,2016,45,2016-11-13,3.3
EUA,2016,46,2016-11-20,3.7
EUA,2016,47,2016-11-27,4.1
EUA,2016,48,2016-12-04,4.3
EUA,2016,49,2016-12-11,4.7
EUA,2016,50,2016-12-18,4.9
EUA,2016,51,2016-12-25,4.9
EUA,2016,52,2017-01-01,5.2
EUA,2017,1,2017-01-08,5.0
EUA,2017,2,2017-01-15,4.6
EUA,2017,3,2017-01-22,4.6
EUA,2017,4,2017-01-29,4.1
EUA,2017,5,2017-02-05,3.9
EUA,2017,6,2017-02-12,3.6
EUA,2017,7,2017-02-19,2.9
EUA,2017,8,2017-02-26,2.7
EUA,2017,9,2017-03-05,2.2
EUA,2017,10,2017-03-12,1.8
EUA,2017,11,2017-03-19,1.6
EUA,2017,12,2017-03-26,1.2
EUA,2017,13,2017-04-02,1.0
EUA,2017,14,2017-04-09,1.0
EUA,2017,15,2017-04-16,1.0
EUA,2017,16,2017-04-23,1.1
EUA,2017,17,2017-04-30,1.1
EUA,2017,18,2017-05-07,1.1
EUA,2017,19,2017-05-14,1.2
EUA,2017,20,2017-05-21,1.1
EUA,2017,21,2017-05-28,1.3
EUA,2017,22,2017-06-04,1.1
EUA,2017,23,2017-06-11,1.4
EUA,2017,24,2017-06-18,1.2
EUA,2017,25,2017-06-25,1.0
EUA,2017,26,2017-07-02,1.0
EUA,2017,27,2017-07-09,1.2
EUA,2017,28,2017-07-16,1.1
EUA,2017,29,2017-07-23,1.2
EUA,2017,30,2017-07-30,1.2
EUA,2017,31,2017-08-06,1.1
EUA,2017,32,2017-08-13,1.0
EUA,2017,33,2017-08-20,0.9
EUA,2017,34,2017-08-27,1.0
EUA,2017,35,2017-09-03,1.2
EUA,2017,36,2017-09-10,1.1
EUA,2017,37,2017-09-17,1.0
EUA,2017,38,2017-09-24,1.1
EUA,2017,39,2017-10-01,1.2
EUA,2017,40,2017-10-08,1.3
EUA,2017,41,2017-10-15,1.9
EUA,2017,42,2017-10-22,2.4
EUA,2017,43,2017-10-29,3.0
EUA,2017,44,2017-11-05,3.9
EUA,2017,45,2017-11-12,4.6
EUA,2017,46,2017-11-19,5.4
EUA,2017,47,2017-11-26,6.0
EUA,2017,48,2017-12-03,6.3
EUA,2017,49,2017-12-10,6.8
EUA,2017,50,2017-12-17,7.3
EUA,2017,51,2017-12-24,7.5
EUA,2017,52,2017-12-31,7.6
EUA,2018,1,2018-01-07,7.9
EUA,2018,2,2018-01-14,7.2
EUA,2018,3,2018-01-21,6.9
EUA,2018,4,2018-01-28,6.4
EUA,2018,5,2018-02-04,5.8
EUA,2018,6,2018-02-11,5.0
EUA,2018,7,2018-02-18,4.4
EUA,2018,8,2018-02-25,3.5
EUA,2018,9,2018-03-04,2.9
EUA,2018,10,2018-03-11,2.2
EUA,2018,11,2018-03-18,1.7
EUA,2018,12,2018-03-25,1.6
EUA,2018,13,2018-04-01,0.9
EUA,2018,14,2018-04-08,1.2
EUA,2018,15,2018-04-15,0.9
EUA,2018,16,2018-04-22,1.0
EUA,2018,17,2018-04-29,1.2
EUA,2018,18,2018-05-06,1.1
EUA,2018,19,2018-05-13,1.0
EUA,2018,20,2018-05-20,1.0
EUA,2018,21,2018-05-27,1.2
EUA,2018,22,2018-06-03,1.0
EUA,2018,23,2018-06-10,1.1
EUA,2018,24,2018-06-17,1.1
EUA,2018,25,2018-06-24,1.0
EUA,2018,26,2018-07-01,1.4
EUA,2018,27,2018-07-08,1.2
EUA,2018,28,2018-07-15,0.9
EUA,2018,29,2018-07-22,1.1
EUA,2018,30,2018-07-29,1.0
EUA,2018,31,2018-08-05,1.2
EUA,2018,32,2018-08-12,1.0
EUA,2018,33,2018-08-19,1.1
EUA,2018,34,2018-08-26,1.2
EUA,2018,35,2018-09-02,1.2
EUA,2018,36,2018-09-09,1.0
EUA,2018,37,2018-09-16,1.1
EUA,2018,38,2018-09-23,1.0
EUA,2018,39,2018-09-30,1.0
EUA,2018,40,2018-10-07,1.4
EUA,2018,41,2018-10-14,1.5
EUA,2018,42,2018-10-21,1.6
EUA,2018,43,2018-10-28,2.2
EUA,2018,44,2018-11-04,2.8
EUA,2018,45,2018-11-11,3.0
EUA,2018,46,2018-11-18,3.1
EUA,2018,47,2018-11-25,3.6
EUA,2018,48,2018-12-02,4.1
EUA,2018,49,2018-12-09,4.2
EUA,2018,50,2018-12-16,4.5
EUA,2018,51,2018-12-23,4.7
EUA,2018,52,2018-12-30,4.5
EUA,2019,1,2019-01-06,4.6
EUA,2019,2,2019-01-13,4.1
EUA,2019,3,2019-01-20,4.1
EUA,2019,4,2019-01-27,4.0
EUA,2019,5,2019-02-03,3.5
EUA,2019,6,2019-02-10,3.5
EUA,2019,7,2019-02-17,2.7
EUA,2019,8,2019-02-24,2.5
EUA,2019,9,2019-03-03,2.2
EUA,2019,10,2019-03-10,1.9
EUA,2019,11,2019-03-17,1.3
EUA,2019,12,2019-03-24,1.4
EUA,2019,13,2019-03-31,1.1
EUA,2019,14,2019-04-07,1.0
EUA,2019,15,2019-04-14,1.2
EUA,2019,16,2019-04-21,1.1
EUA,2019,17,2019-04-28,1.0
EUA,2019,18,2019-05-05,1.1
EUA,2019,19,2019-05-12,1.1
EUA,2019,20,2019-05-19,1.1
EUA,2019,21,2019-05-26,1.2
EUA,2019,22,2019-06-02,1.3
EUA,2019,23,2019-06-09,1.0
EUA,2019,24,2019-06-16,1.4
EUA,2019,25,2019-06-23,0.9
EUA,2019,26,2019-06-30,1.1
EUA,2019,27,2019-07-07,1.2
EUA,2019,28,2019-07-14,1.1
EUA,2019,29,2019-07-21,1.0
EUA,2019,30,2019-07-28,1.1
EUA,2019,31,2019-08-04,1.0
EUA,2019,32,2019-08-11,1.0
EUA,2019,33,2019-08-18,1.2
EUA,2019,34,2019-08-25,1.1
EUA,2019,35,2019-09-01,1.0
EUA,2019,36,2019-09-08,1.2
EUA,2019,37,2019-09-15,1.1
EUA,2019,38,2019-09-22,1.2
EUA,2019,39,2019-09-29,1.2
EUA,2019,40,2019-10-06,1.2
EUA,2019,41,2019-10-13,1.6
EUA,2019,42,2019-10-20,2.3
EUA,2019,43,2019-10-27,2.9
EUA,2019,44,2019-11-03,3.4
EUA,2019,45,2019-11-10,4.1
EUA,2019,46,2019-11-17,4.9
EUA,2019,47,2019-11-24,5.3
EUA,2019,48,2019-12-01,6.0
EUA,2019,49,2019-12-08,6.4
EUA,2019,50,2019-12-15,6.8
EUA,2019,51,2019-12-22,7.1
EUA,2019,52,2019-12-29,7.2
EUA,2020,1,2020-01-05,7.1
EUA,2020,2,2020-01-12,7.0
EUA,2020,3,2020-01-19,6.5
EUA,2020,4,2020-01-26,6.2
EUA,2020,5,2020-02-02,5.5
EUA,2020,6,2020-02-09,5.0
EUA,2020,7,2020-02-16,4.3
EUA,2020,8,2020-02-23,3.7
EUA,2020,9,2020-03-01,3.0
EUA,2020,10,2020-03-08,2.2
EUA,2020,11,2020-03-15,2.0
EUA,2020,12,2020-03-22,1.2
EUA,2020,13,2020-03-29,1.0
EUA,2020,14,2020-04-05,1.2
EUA,2020,15,2020-04-12,1.2
EUA,2020,16,2020-04-19,1.2
EUA,2020,17,2020-04-26,1.2
EUA,2020,18,2020-05-03,1.1
EUA,2020,19,2020-05-10,1.0
EUA,2020,20,2020-05-17,1.1
EUA,2020,21,2020-05-24,1.0
EUA,2020,22,2020-05-31,1.2
EUA,2020,23,2020-06-07,1.1
EUA,2020,24,2020-06-14,1.0
EUA,2020,25,2020-06-21,1.1
EUA,2020,26,2020-06-28,1.1
EUA,2020,27,2020-07-05,1.0
EUA,2020,28,2020-07-12,1.0
EUA,2020,29,2020-07-19,1.1
EUA,2020,30,2020-07-26,1.1
EUA,2020,31,2020-08-02,1.0
EUA,2020,32,2020-08-09,1.0
EUA,2020,33,2020-08-16,1.1
EUA,2020,34,2020-08-23,0.9
EUA,2020,35,2020-08-30,0.9
EUA,2020,36,2020-09-06,1.0
EUA,2020,37,2020-09-13,1.1
EUA,2020,38,2020-09-20,1.1
EUA,2020,39,2020-09-27,1.3
Brasil,2014,1,2014-01-05,1.0
Brasil,2014,2,2014-01-12,0.9
Brasil,2014,3,2014-01-19,0.9
Brasil,2014,4,2014-01-26,0.8
Brasil,2014,5,2014-02-02,0.9
Brasil,2014,6,2014-02-09,0.9
Brasil,2014,7,2014-02-16,0.9
Brasil,2014,8,2014-02-23,0.8
Brasil,2014,9,2014-03-02,1.0
Brasil,2014,10,2014-03-09,1.1
Brasil,2014,11,2014-03-16,1.1
Brasil,2014,12,2014-03-23,1.4
Brasil,2014,13,2014-03-30,1.6
Brasil,2014,14,2014-04-06,1.7
Brasil,2014,15,2014-04-13,2.0
Brasil,2014,16,2014-04-20,2.2
Brasil,2014,17,2014-04-27,2.5
Brasil,2014,18,2014-05-04,2.5
Brasil,2014,19,2014-05-11,2.8
Brasil,2014,20,2014-05-18,2.9
Brasil,2014,21,2014-05-25,3.1
Brasil,2014,22,2014-06-01,3.1
Brasil,2014,23,2014-06-08,3.2
Brasil,2014,24,2014-06-15,2.9
Brasil,2014,25,2014-06-22,2.9
Brasil,2014,26,2014-06-29,2.7
Brasil,2014,27,2014-07-06,2.8
Brasil,2014,28,2014-07-13,2.3
Brasil,2014,29,2014-07-20,2.1
Brasil,2014,30,2014-07-27,1.9
Brasil,2014,31,2014-08-03,1.5
Brasil,2014,32,2014-08-10,1.4
Brasil,2014,33,2014-08-17,1.2
Brasil,2014,34,2014-08-24,1.1
Brasil,2014,35,2014-08-31,1.0
Brasil,2014,36,2014-09-07,1.1
Brasil,2014,37,2014-09-14,1.0
Brasil,2014,38,2014-09-21,0.8
Brasil,2014,39,2014-09-28,0.8
Brasil,2014,40,2014-10-05,0.9
Brasil,2014,41,2014-10-12,0.8
Brasil,2014,42,2014-10-19,1.1
Brasil,2014,43,2014-10-26,1.0
Brasil,2014,44,2014-11-02,0.9
Brasil,2014,45,2014-11-09,0.7
Brasil,2014,46,2014-11-16,1.0
Brasil,2014,47,2014-11-23,0.9
Brasil,2014,48,2014-11-30,1.0
Brasil,2014,49,2014-12-07,0.7
Brasil,2014,50,2014-12-14,0.8
Brasil,2014,51,2014-12-21,0.9
Brasil,2014,52,2014-12-28,0.9
Brasil,2015,1,2015-01-04,0.9
Brasil,2015,2,2015-01-11,1.0
Brasil,2015,3,2015-01-18,0.8
Brasil,2015,4,2015-01-25,0.9
Brasil,2015,5,2015-02-01,0.9
Brasil,2015,6,2015-02-08,1.0
Brasil,2015,7,2015-02-15,1.0
Brasil,2015,8,2015-02-22,0.8
Brasil,2015,9,2015-03-01,0.7
Brasil,2015,10,2015-03-08,1.1
Brasil,2015,11,2015-03-15,1.2
Brasil,2015,12,2015-03-22,1.3
Brasil,2015,13,2015-03-29,1.7
Brasil,2015,14,2015-04-05,1.8
Brasil,2015,15,2015-04-12,2.2
Brasil,2015,16,2015-04-19,2.3
Brasil,2015,17,2015-04-26,2.8
Brasil,2015,18,2015-05-03,2.9
Brasil,2015,19,2015-05-10,2.9
Brasil,2015,20,2015-05-17,3.2
Brasil,2015,21,2015-05-24,3.2
Brasil,2015,22,2015-05-31,3.3
Brasil,2015,23,2015-06-07,3.1
Brasil,2015,24,2015-06-14,3.2
Brasil,2015,25,2015-06-21,3.2
Brasil,2015,26,2015-06-28,2.7
Brasil,2015,27,2015-07-05,2.6
Brasil,2015,28,2015-07-12,2.3
Brasil,2015,29,2015-07-19,2.3
Brasil,2015,30,2015-07-26,2.1
Brasil,2015,31,2015-08-02,2.0
Brasil,2015,32,2015-08-09,1.6
Brasil,2015,33,2015-08-16,1.5
Brasil,2015,34,2015-08-23,1.0
Brasil,2015,35,2015-08-30,0.8
Brasil,2015,36,2015-09-06,0.9
Brasil,2015,37,2015-09-13,0.9
Brasil,2015,38,2015-09-20,0.9
Brasil,2015,39,2015-09-27,0.7
Brasil,2015,40,2015-10-04,0.9
Brasil,2015,41,2015-10-11,0.8
Brasil,2015,42,2015-10-18,1.0
Brasil,2015,43,2015-10-25,0.9
Brasil,2015,44,2015-11-01,0.8
Brasil,2015,45,2015-11-08,0.8
Brasil,2015,46,2015-11-15,0.8
Brasil,2015,47,2015-11-22,0.9
Brasil,2015,48,2015-11-29,1.0
Brasil,2015,49,2015-12-06,0.8
Brasil,2015,50,2015-12-13,1.0
Brasil,2015,51,2015-12-20,0.8
Brasil,2015,52,2015-12-27,0.8
Brasil,2015,53,2016-01-03,0.9
Brasil,2016,1,2016-01-10,0.8
Brasil,2016,2,2016-01-17,0.8
Brasil,2016,3,2016-01-24,0.8
Brasil,2016,4,2016-01-31,1.1
Brasil,2016,5,2016-02-07,0.9
Brasil,2016,6,2016-02-14,0.8
Brasil,2016,7,2016-02-21,0.9
Brasil,2016,8,2016-02-28,0.9
Brasil,2016,9,2016-03-06,0.9
Brasil,2016,10,2016-03-13,1.1
Brasil,2016,11,2016-03-20,1.3
Brasil,2016,12,2016-03-27,1.3
Brasil,2016,13,2016-04-03,1.5
Brasil,2016,14,2016-04-10,1.7
Brasil,2016,15,2016-04-17,1.7
Brasil,2016,16,2016-04-24,2.0
Brasil,2016,17,2016-05-01,2.4
Brasil,2016,18,2016-05-08,2.6
Brasil,2016,19,2016-05-15,2.5
Brasil,2016,20,2016-05-22,2.6
Brasil,2016,21,2016-05-29,2.6
Brasil,2016,22,2016-06-05,2.9
Brasil,2016,23,2016-06-12,2.7
Brasil,2016,24,2016-06-19,2.5
Brasil,2016,25,2016-06-26,2.3
Brasil,2016,26,2016-07-03,2.1
Brasil,2016,27,2016-07-10,2.2
Brasil,2016,28,2016-07-17,1.9
Brasil,2016,29,2016-07-24,1.6
Brasil,2016,30,2016-07-31,1.5
Brasil,2016,31,2016-08-07,1.3
Brasil,2016,32,2016-08-14,1.4
Brasil,2016,33,2016-08-21,1.2
Brasil,2016,34,2016-08-28,0.9
Brasil,2016,35,2016-09-04,1.0
Brasil,2016,36,2016-09-11,0.9
Brasil,2016,37,2016-09-18,0.8
Brasil,2016,38,2016-09-25,1.1
Brasil,2016,39,2016-10-02,1.0
Brasil,2016,40,2016-10-09,0.8
Brasil,2016,41,2016-10-16,0.9
Brasil,2016,42,2016-10-23,0.8
Brasil,2016,43,2016-10-30,0.8
Brasil,2016,44,2016-11-06,1.0
Brasil,2016,45,2016-11-13,1.1
Brasil,2016,46,2016-11-20,0.8
Brasil,2016,47,2016-11-27,1.0
Brasil,2016,48,2016-12-04,0.8
Brasil,2016,49,2016-12-11,0.9
Brasil,2016,50,2016-12-18,0.8
Brasil,2016,51,2016-12-25,0.8
Brasil,2016,52,2017-01-01,0.9
Brasil,2017,1,2017-01-08,0.8
Brasil,2017,2,2017-01-15,0.9
Brasil,2017,3,2017-01-22,0.9
Brasil,2017,4,2017-01-29,0.9
Brasil,2017,5,2017-02-05,0.8
Brasil,2017,6,2017-02-12,0.8
Brasil,2017,7,2017-02-19,1.0
Brasil,2017,8,2017-02-26,1.0
Brasil,2017,9,2017-03-05,0.8
Brasil,2017,10,2017-03-12,1.1
Brasil,2017,11,2017-03-19,1.4
Brasil,2017,12,2017-03-26,1.5
Brasil,2017,13,2017-04-02,2.0
Brasil,2017,14,2017-04-09,2.2
Brasil,2017,15,2017-04-16,2.6
Brasil,2017,16,2017-04-23,2.8
Brasil,2017,17,2017-04-30,3.0
Brasil,2017,18,2017-05-07,3.2
Brasil,2017,19,2017-05-14,3.6
Brasil,2017,20,2017-05-21,3.7
Brasil,2017,21,2017-05-28,3.7
Brasil,2017,22,2017-06-04,3.9
Brasil,2017,23,2017-06-11,3.6
Brasil,2017,24,2017-06-18,3.7
Brasil,2017,25,2017-06-25,3.4
Brasil,2017,26,2017-07-02,3.3
Brasil,2017,27,2017-07-09,3.1
Brasil,2017,28,2017-07-16,2.7
Brasil,2017,29,2017-07-23,2.5
Brasil,2017,30,2017-07-30,2.3
Brasil,2017,31,2017-08-06,1.8
Brasil,2017,32,2017-08-13,1.6
Brasil,2017,33,2017-08-20,1.1
Brasil,2017,34,2017-08-27,1.1
Brasil,2017,35,2017-09-03,1.0
Brasil,2017,36,2017-09-10,0.7
Brasil,2017,37,2017-09-17,0.8
Brasil,2017,38,2017-09-24,1.0
Brasil,2017,39,2017-10-01,0.9
Brasil,2017,40,2017-10-08,0.9
Brasil,2017,41,2017-10-15,0.8
Brasil,2017,42,2017-10-22,0.9
Brasil,2017,43,2017-10-29,0.9
Brasil,2017,44,2017-11-05,1.0
Brasil,2017,45,2017-11-12,0.9
Brasil,2017,46,2017-11-19,0.9
Brasil,2017,47,2017-11-26,0.9
Brasil,2017,48,2017-12-03,0.9
Brasil,2017,49,2017-12-10,0.9
Brasil,2017,50,2017-12-17,0.9
Brasil,2017,51,2017-12-24,0.9
Brasil,2017,52,2017-12-31,0.9
Brasil,2018,1,2018-01-07,1.1
Brasil,2018,2,2018-01-14,1.0
Brasil,2018,3,2018-01-21,0.9
Brasil,2018,4,2018-01-28,1.0
Brasil,2018,5,2018-02-04,0.9
Brasil,2018,6,2018-02-11,0.7
Brasil,2018,7,2018-02-18,0.8
Brasil,2018,8,2018-02-25,0.7
Brasil,2018,9,2018-03-04,0.9
Brasil,2018,10,2018-03-11,1.0
Brasil,2018,11,2018-03-18,1.3
Brasil,2018,12,2018-03-25,1.3
Brasil,2018,13,2018-04-01,1.4
Brasil,2018,14,2018-04-08,1.7
Brasil,2018,15,2018-04-15,1.5
Brasil,2018,16,2018-04-22,1.9
Brasil,2018,17,2018-04-29,2.1
Brasil,2018,18,2018-05-06,2.0
Brasil,2018,19,2018-05-13,2.4
Brasil,2018,20,2018-05-20,2.4
Brasil,2018,21,2018-05-27,2.3
Brasil,2018,22,2018-06-03,2.5
Brasil,2018,23,2018-06-10,2.6
Brasil,2018,24,2018-06-17,2.4
Brasil,2018,25,2018-06-24,2.3
Brasil,2018,26,2018-07-01,2.1
Brasil,2018,27,2018-07-08,2.0
Brasil,2018,28,2018-07-15,2.0
Brasil,2018,29,2018-07-22,1.7
Brasil,2018,30,2018-07-29,1.6
Brasil,2018,31,2018-08-05,1.4
Brasil,2018,32,2018-08-12,1.3
Brasil,2018,33,2018-08-19,1.1
Brasil,2018,34,2018-08-26,1.1
Brasil,2018,35,2018-09-02,0.8
Brasil,2018,36,2018-09-09,0.9
Brasil,2018,37,2018-09-16,0.8
Brasil,2018,38,2018-09-23,0.9
Brasil,2018,39,2018-09-30,0.9
Brasil,2018,40,2018-10-07,1.0
Brasil,2018,41,2018-10-14,0.8
Brasil,2018,42,2018-10-21,1.0
Brasil,2018,43,2018-10-28,1.0
Brasil,2018,44,2018-11-04,0.9
Brasil,2018,45,2018-11-11,1.1
Brasil,2018,46,2018-11-18,0.8
Brasil,2018,47,2018-11-25,0.8
Brasil,2018,48,2018-12-02,0.7
Brasil,2018,49,2018-12-09,1.0
Brasil,2018,50,2018-12-16,1.0
Brasil,2018,51,2018-12-23,0.9
Brasil,2018,52,2018-12-30,0.9
Brasil,2019,1,2019-01-06,0.8
Brasil,2019,2,2019-01-13,1.1
Brasil,2019,3,2019-01-20,0.9
Brasil,2019,4,2019-01-27,0.9
Brasil,2019,5,2019-02-03,1.0
Brasil,2019,6,2019-02-10,0.9
Brasil,2019,7,2019-02-17,0.9
Brasil,2019,8,2019-02-24,0.8
Brasil,2019,9,2019-03-03,0.9
Brasil,2019,10,2019-03-10,1.2
Brasil,2019,11,2019-03-17,1.3
Brasil,2019,12,2019-03-24,1.5
Brasil,2019,13,2019-03-31,1.5
Brasil,2019,14,2019-04-07,1.7
Brasil,2019,15,2019-04-14,2.0
Brasil,2019,16,2019-04-21,2.3
Brasil,2019,17,2019-04-28,2.6
Brasil,2019,18,2019-05-05,2.5
Brasil,2019,19,2019-05-12,2.9
Brasil,2019,20,2019-05-19,2.9
Brasil,2019,21,2019-05-26,2.9
Brasil,2019,22,2019-06-02,2.9
Brasil,2019,23,2019-06-09,2.8
Brasil,2019,24,2019-06-16,3.0
Brasil,2019,25,2019-06-23,2.8
Brasil,2019,26,2019-06-30,2.6
Brasil,2019,27,2019-07-07,2.4
Brasil,2019,28,2019-07-14,2.3
Brasil,2019,29,2019-07-21,2.3
Brasil,2019,30,2019-07-28,1.9
Brasil,2019,31,2019-08-04,1.5
Brasil,2019,32,2019-08-11,1.4
Brasil,2019,33,2019-08-18,1.2
Brasil,2019,34,2019-08-25,0.8
Brasil,2019,35,2019-09-01,0.9
Brasil,2019,36,2019-09-08,0.9
Brasil,2019,37,2019-09-15,1.0
Brasil,2019,38,2019-09-22,1.1
Brasil,2019,39,2019-09-29,1.0
Brasil,2019,40,2019-10-06,0.9
Brasil,2019,41,2019-10-13,0.8
Brasil,2019,42,2019-10-20,1.2
Brasil,2019,43,2019-10-27,0.9
Brasil,2019,44,2019-11-03,0.9
Brasil,2019,45,2019-11-10,0.9
Brasil,2019,46,2019-11-17,0.9
Brasil,2019,47,2019-11-24,0.9
Brasil,2019,48,2019-12-01,0.8
Brasil,2019,49,2019-12-08,0.8
Brasil,2019,50,2019-12-15,0.9
Brasil,2019,51,2019-12-22,0.8
Brasil,2019,52,2019-12-29,0.8
Brasil,2020,1,2020-01-05,0.9
Brasil,2020,2,2020-01-12,0.9
Brasil,2020,3,2020-01-19,1.1
Brasil,2020,4,2020-01-26,0.6
Brasil,2020,5,2020-02-02,1.0
Brasil,2020,6,2020-02-09,1.0
Brasil,2020,7,2020-02-16,0.7
Brasil,2020,8,2020-02-23,0.9
Brasil,2020,9,2020-03-01,0.9
Brasil,2020,10,2020-03-08,0.8
Brasil,2020,11,2020-03-15,1.1
Brasil,2020,12,2020-03-22,1.3
Brasil,2020,13,2020-03-29,1.9
Brasil,2020,14,2020-04-05,2.1
Brasil,2020,15,2020-04-12,2.4
Brasil,2020,16,2020-04-19,2.6
